0.200000, 0.000000, 0.000000
0.200000, 0.000000, 0.000000
0.200000, 0.000000, 0.000000
0.200000, 0.000000, 0.000000
0.200000, 0.000000, 0.000000
0.200000, 0.000000, 0.000000
0.200000, 0.000000, 0.000000
0.200000, 0.000000, 0.000000
0.200000, 0.000000, 0.000000
0.200000, 0.000000, 0.000000
0.200000, 0.000000, 0.000000
0.200000, 0.000000, -0.785398
0.282843, 0.000000, 0.000000
0.282843, 0.000000, 0.000000
0.282843, 0.000000, -0.785398
0.200000, 0.000000, 0.000000
0.200000, 0.000000, 0.000000
0.200000, 0.000000, 0.000000
